hanzi,translation,pinyin,location,audio
以外,outside,yǐwài,audios/yǐwài.mp3,[sound:yǐwài.mp3]
以为,think,yǐwéi,audios/yǐwéi.mp3,[sound:yǐwéi.mp3]
以下,the following,yǐxià,audios/yǐxià.mp3,[sound:yǐxià.mp3]
一点点,a little bit,yìdiǎndiǎn,audios/yìdiǎndiǎn.mp3,[sound:yìdiǎndiǎn.mp3]
一生,lifetime,yīshēng,audios/yīshēng.mp3,[sound:yīshēng.mp3]
亿,Billion,yì,audios/yì.mp3,[sound:yì.mp3]
阴天,cloudy day,yīntiān,audios/yīntiān.mp3,[sound:yīntiān.mp3]
音节,syllable,yīnjié,audios/yīnjié.mp3,[sound:yīnjié.mp3]
音乐会,concert,yīnyuèhuì,audios/yīnyuèhuì.mp3,[sound:yīnyuèhuì.mp3]
银行卡,Bank card,yínhángkǎ,audios/yínhángkǎ.mp3,[sound:yínhángkǎ.mp3]
英文,English,yīngwén,audios/yīngwén.mp3,[sound:yīngwén.mp3]
英语,English,yīngyǔ,audios/yīngyǔ.mp3,[sound:yīngyǔ.mp3]
影片,film,yǐngpiān,audios/yǐngpiān.mp3,[sound:yǐngpiān.mp3]
油,oil,yóu,audios/yóu.mp3,[sound:yóu.mp3]
游客,Tourist,yóukè,audios/yóukè.mp3,[sound:yóukè.mp3]
有空儿,available,yǒukòngér,audios/yǒukòngér.mp3,[sound:yǒukòngér.mp3]
有人,Someone,yǒurén,audios/yǒurén.mp3,[sound:yǒurén.mp3]
有意思,interesting,yǒuyìsī,audios/yǒuyìsī.mp3,[sound:yǒuyìsī.mp3]
院,hospital,yuàn,audios/yuàn.mp3,[sound:yuàn.mp3]
院长,Dean,yuànzhǎng,audios/yuànzhǎng.mp3,[sound:yuànzhǎng.mp3]
院子,courtyard,yuànzi,audios/yuànzi.mp3,[sound:yuànzi.mp3]
月份,month,yuèfèn,audios/yuèfèn.mp3,[sound:yuèfèn.mp3]
越来越,More and more,yuèláiyuè,audios/yuèláiyuè.mp3,[sound:yuèláiyuè.mp3]
云,cloud,yún,audios/yún.mp3,[sound:yún.mp3]
咱,we,zán,audios/zán.mp3,[sound:zán.mp3]
脏,dirty,zàng,audios/zàng.mp3,[sound:zàng.mp3]
早餐,breakfast,zǎocān,audios/zǎocān.mp3,[sound:zǎocān.mp3]
早晨,in the morning,zǎochén,audios/zǎochén.mp3,[sound:zǎochén.mp3]
早就,Long ago,zǎojiù,audios/zǎojiù.mp3,[sound:zǎojiù.mp3]
怎么办,How to do,zěnmebàn,audios/zěnmebàn.mp3,[sound:zěnmebàn.mp3]
怎样,how,zěnyàng,audios/zěnyàng.mp3,[sound:zěnyàng.mp3]
占,Take up,zhàn,audios/zhàn.mp3,[sound:zhàn.mp3]
站住,stop,zhànzhù,audios/zhànzhù.mp3,[sound:zhànzhù.mp3]
长大,grow up,zhǎngdà,audios/zhǎngdà.mp3,[sound:zhǎngdà.mp3]
找出,Find out,zhǎochū,audios/zhǎochū.mp3,[sound:zhǎochū.mp3]
照相,Photograph,zhàoxiàng,audios/zhàoxiàng.mp3,[sound:zhàoxiàng.mp3]
这么,so,zhème,audios/zhème.mp3,[sound:zhème.mp3]
这时候,At this moment,zhèshíhòu,audios/zhèshíhòu.mp3,[sound:zhèshíhòu.mp3]
这样,such,zhèyàng,audios/zhèyàng.mp3,[sound:zhèyàng.mp3]
正是,Exactly,zhèngshì,audios/zhèngshì.mp3,[sound:zhèngshì.mp3]
只能,Can only,zhǐnéng,audios/zhǐnéng.mp3,[sound:zhǐnéng.mp3]
纸,paper,zhǐ,audios/zhǐ.mp3,[sound:zhǐ.mp3]
中餐,Chinese food,zhōngcān,audios/zhōngcān.mp3,[sound:zhōngcān.mp3]
中级,intermediate,zhōngjí,audios/zhōngjí.mp3,[sound:zhōngjí.mp3]
中年,middle aged,zhōngnián,audios/zhōngnián.mp3,[sound:zhōngnián.mp3]
中小学,Elementary and middle school,zhōngxiǎoxué,audios/zhōngxiǎoxué.mp3,[sound:zhōngxiǎoxué.mp3]
中医,Chinese Medicine,zhōngyī,audios/zhōngyī.mp3,[sound:zhōngyī.mp3]
周,week,zhōu,audios/zhōu.mp3,[sound:zhōu.mp3]
住房,housing,zhùfáng,audios/zhùfáng.mp3,[sound:zhùfáng.mp3]
住院,Be hospitalized,zhùyuàn,audios/zhùyuàn.mp3,[sound:zhùyuàn.mp3]
自行车,bicycle,zìxíngchē,audios/zìxíngchē.mp3,[sound:zìxíngchē.mp3]
字典,dictionary,zìdiǎn,audios/zìdiǎn.mp3,[sound:zìdiǎn.mp3]
走过,Walk through,zǒuguò,audios/zǒuguò.mp3,[sound:zǒuguò.mp3]
走进,Walk in,zǒujìn,audios/zǒujìn.mp3,[sound:zǒujìn.mp3]
走开,Go away,zǒukāi,audios/zǒukāi.mp3,[sound:zǒukāi.mp3]
组,group,zǔ,audios/zǔ.mp3,[sound:zǔ.mp3]
组成,composition,zǔchéng,audios/zǔchéng.mp3,[sound:zǔchéng.mp3]
组长,Group leader,zǔzhǎng,audios/zǔzhǎng.mp3,[sound:zǔzhǎng.mp3]
嘴,mouth,zuǐ,audios/zuǐ.mp3,[sound:zuǐ.mp3]
作家,writer,zuòjiā,audios/zuòjiā.mp3,[sound:zuòjiā.mp3]
作用,effect,zuòyòng,audios/zuòyòng.mp3,[sound:zuòyòng.mp3]
做到,Do it,zuòdào,audios/zuòdào.mp3,[sound:zuòdào.mp3]
做法,practice,zuòfǎ,audios/zuòfǎ.mp3,[sound:zuòfǎ.mp3]
做饭,Cook,zuòfàn,audios/zuòfàn.mp3,[sound:zuòfàn.mp3]
