hanzi,translation,pinyin,location
山谷,valley,shāngǔ,audios/shāngǔ.mp3
山坡,hillside,shānpō,audios/shānpō.mp3
伤口,wound,shāngkǒu,audios/shāngkǒu.mp3
伤亡,casualties,shāngwáng,audios/shāngwáng.mp3
伤员,Wounded,shāngyuán,audios/shāngyuán.mp3
商城,Mall,shāngchéng,audios/shāngchéng.mp3
上帝,God,shàngdì,audios/shàngdì.mp3
上市,Listed,shàngshì,audios/shàngshì.mp3
上台,On stage,shàngtái,audios/shàngtái.mp3
上演,Staged,shàngyǎn,audios/shàngyǎn.mp3
勺,Spoon,sháo,audios/sháo.mp3
少儿,Children,shǎoér,audios/shǎoér.mp3
舌头,tongue,shétou,audios/shétou.mp3
设计师,Designer,shèjìshī,audios/shèjìshī.mp3
深化,deepen,shēnhuà,audios/shēnhuà.mp3
深深,deeply,shēnshēn,audios/shēnshēn.mp3
升级,upgrade,shēngjí,audios/shēngjí.mp3
升学,Go to school,shēngxué,audios/shēngxué.mp3
升值,appreciation,shēngzhí,audios/shēngzhí.mp3
生活费,living expenses,shēnghuófèi,audios/shēnghuófèi.mp3
省钱,save money,shěngqián,audios/shěngqián.mp3
圣诞节,Christmas,shèngdànjié,audios/shèngdànjié.mp3
师父,Master,shīfù,audios/shīfù.mp3
师生,Teachers and students,shīshēng,audios/shīshēng.mp3
时节,season,shíjié,audios/shíjié.mp3
时时,From time to time,shíshí,audios/shíshí.mp3
时装,Fashion,shízhuāng,audios/shízhuāng.mp3
识,knowledge,shí,audios/shí.mp3
识字,Literacy,shízì,audios/shízì.mp3
食欲,appetite,shíyù,audios/shíyù.mp3
市民,Citizen,shìmín,audios/shìmín.mp3
事后,afterwards,shìhòu,audios/shìhòu.mp3
试点,Pilot,shìdiǎn,audios/shìdiǎn.mp3
适当,appropriate,shìdàng,audios/shìdàng.mp3
收取,Charge,shōuqǔ,audios/shōuqǔ.mp3
收养,adoption,shōuyǎng,audios/shōuyǎng.mp3
手续费,Handling fee,shǒuxùfèi,audios/shǒuxùfèi.mp3
首,first,shǒu,audios/shǒu.mp3
首次,first,shǒucì,audios/shǒucì.mp3
首脑,summit,shǒunǎo,audios/shǒunǎo.mp3
首席,chief,shǒuxí,audios/shǒuxí.mp3
首相,prime minister,shǒuxiàng,audios/shǒuxiàng.mp3
书房,study,shūfáng,audios/shūfáng.mp3
薯片,Potato chips,shǔpiàn,audios/shǔpiàn.mp3
薯条,French fries,shǔtiáo,audios/shǔtiáo.mp3
双打,Doubles,shuāngdǎ,audios/shuāngdǎ.mp3
爽,Cool,shuǎng,audios/shuǎng.mp3
顺,Shun,shùn,audios/shùn.mp3
说明书,Manual,shuōmíngshū,audios/shuōmíngshū.mp3
说实话,to be honest,shuōshíhuà,audios/shuōshíhuà.mp3
司长,Director,sīzhǎng,audios/sīzhǎng.mp3
四处,around,sìchù,audios/sìchù.mp3
寺,Temple,sì,audios/sì.mp3
送礼,Present,sònglǐ,audios/sònglǐ.mp3
送行,See off,sòngxíng,audios/sòngxíng.mp3
算了,Forget it,suànle,audios/suànle.mp3
算是,Be regarded as,suànshì,audios/suànshì.mp3
虽,although,suī,audios/suī.mp3
岁数,age,suìshù,audios/suìshù.mp3
塔,tower,tǎ,audios/tǎ.mp3
踏,tread,tà,audios/tà.mp3
台灯,table lamp,táidēng,audios/táidēng.mp3
太阳能,Solar energy,tàiyángnéng,audios/tàiyángnéng.mp3
趟,trip,tàng,audios/tàng.mp3
特,special,tè,audios/tè.mp3
特大,Extra large,tèdà,audios/tèdà.mp3
特地,specially,tèdì,audios/tèdì.mp3
特快,express,tèkuài,audios/tèkuài.mp3
特意,specially,tèyì,audios/tèyì.mp3
疼痛,pain,téngtòng,audios/téngtòng.mp3
踢,kick,tī,audios/tī.mp3
提交,submit,tíjiāo,audios/tíjiāo.mp3
提升,Promote,tíshēng,audios/tíshēng.mp3
天然,natural,tiānrán,audios/tiānrán.mp3
天下,World,tiānxià,audios/tiānxià.mp3
添,add,tiān,audios/tiān.mp3
田,field,tián,audios/tián.mp3
跳水,diving,tiàoshuǐ,audios/tiàoshuǐ.mp3
听取,listen to,tīngqǔ,audios/tīngqǔ.mp3
通报,Announce,tōngbào,audios/tōngbào.mp3
通道,aisle,tōngdào,audios/tōngdào.mp3
通红,Flush,tònghóng,audios/tònghóng.mp3
通话,call,tōnghuà,audios/tōnghuà.mp3
通行,Pass,tōngxíng,audios/tōngxíng.mp3
通讯,communication,tōngxùn,audios/tōngxùn.mp3
同,with,tóng,audios/tóng.mp3
同行,Accompany,tóngháng,audios/tóngháng.mp3
同期,The same period,tóngqī,audios/tóngqī.mp3
同一,same,tóngyī,audios/tóngyī.mp3
铜牌,bronze medal,tóngpái,audios/tóngpái.mp3
头疼,headache,tóuténg,audios/tóuténg.mp3
透露,disclose,tòulù,audios/tòulù.mp3
图书,books,túshū,audios/túshū.mp3
土,earth,tǔ,audios/tǔ.mp3
团队,team,tuánduì,audios/tuánduì.mp3
推出,roll out,tuīchū,audios/tuīchū.mp3
退票,Refund,tuìpiào,audios/tuìpiào.mp3
吞,swallow,tūn,audios/tūn.mp3
托,Entrust,tuō,audios/tuō.mp3
拖,drag,tuō,audios/tuō.mp3
拖鞋,flip flop,tuōxié,audios/tuōxié.mp3
挖,dig,wā,audios/wā.mp3
外币,foreign currency,wàibì,audios/wàibì.mp3
外部,external,wàibù,audios/wàibù.mp3
外出,Go out,wàichū,audios/wàichū.mp3
外观,Exterior,wàiguān,audios/wàiguān.mp3
外科,surgical,wàikē,audios/wàikē.mp3
外来,foreign,wàilái,audios/wàilái.mp3
外头,Outside,wàitou,audios/wàitou.mp3
外衣,coat,wàiyī,audios/wàiyī.mp3
外资,foreign investment,wàizī,audios/wàizī.mp3
弯曲,bending,wānqū,audios/wānqū.mp3
顽皮,naughty,wánpí,audios/wánpí.mp3
王后,queen,wánghòu,audios/wánghòu.mp3
网吧,Internet cafe,wǎngba,audios/wǎngba.mp3
网页,Web page,wǎngyè,audios/wǎngyè.mp3
往后,later,wǎnghòu,audios/wǎnghòu.mp3
往来,contacts,wǎnglái,audios/wǎnglái.mp3
往年,in previous years,wǎngnián,audios/wǎngnián.mp3
望见,See,wàngjiàn,audios/wàngjiàn.mp3
微波炉,Microwave oven,wēibōlú,audios/wēibōlú.mp3
为此,to this end,wèicǐ,audios/wèicǐ.mp3
为何,Why,wèihé,audios/wèihé.mp3
文娱,Entertainment,wényú,audios/wényú.mp3
卧铺,Sleeper,wòpù,audios/wòpù.mp3
乌云,dark clouds,wūyún,audios/wūyún.mp3
无边,Boundless,wúbiān,audios/wúbiān.mp3
无关,Irrelevant,wúguān,audios/wúguān.mp3
无效,invalid,wúxiào,audios/wúxiào.mp3
物品,article,wùpǐn,audios/wùpǐn.mp3
误,error,wù,audios/wù.mp3
西班牙语,Spanish,xībānyáyǔ,audios/xībānyáyǔ.mp3
吸毒,drug,xīdú,audios/xīdú.mp3
洗衣粉,washing powder,xǐyīfěn,audios/xǐyīfěn.mp3
戏曲,drama,xìqǔ,audios/xìqǔ.mp3
先锋,pioneer,xiānfēng,audios/xiānfēng.mp3
显出,Show up,xiǎnchū,audios/xiǎnchū.mp3
险,risk,xiǎn,audios/xiǎn.mp3
线路,line,xiànlù,audios/xiànlù.mp3
响声,sound,xiǎngshēng,audios/xiǎngshēng.mp3
想不到,Unexpected,xiǎngbúdào,audios/xiǎngbúdào.mp3
消灭,wipe out,xiāomiè,audios/xiāomiè.mp3
小费,tip,xiǎofèi,audios/xiǎofèi.mp3
小于,Less than,xiǎoyú,audios/xiǎoyú.mp3
晓得,know,xiǎode,audios/xiǎode.mp3
笑脸,Smiley,xiàoliǎn,audios/xiàoliǎn.mp3
笑容,Smile,xiàoróng,audios/xiàoróng.mp3
笑声,laughter,xiàoshēng,audios/xiàoshēng.mp3
协调,coordination,xiétiáo,audios/xiétiáo.mp3
写字楼,Office building,xiězìlóu,audios/xiězìlóu.mp3
写字台,desk,xiězìtái,audios/xiězìtái.mp3
心愿,wish,xīnyuàn,audios/xīnyuàn.mp3
心脏病,heart disease,xīnzàngbìng,audios/xīnzàngbìng.mp3
新人,Newcomer,xīnrén,audios/xīnrén.mp3
新兴,new,xīnxīng,audios/xīnxīng.mp3
信用,credit,xìnyòng,audios/xìnyòng.mp3
行程,stroke,xíngchéng,audios/xíngchéng.mp3
形,shape,xíng,audios/xíng.mp3
凶,fierce,xiōng,audios/xiōng.mp3
修车,Car repair,xiūchē,audios/xiūchē.mp3
袖珍,pocket,xiùzhēn,audios/xiùzhēn.mp3
悬,Hang,xuán,audios/xuán.mp3
选举,election,xuǎnjǔ,audios/xuǎnjǔ.mp3
学会,learn,xuéhuì,audios/xuéhuì.mp3
学员,Trainee,xuéyuán,audios/xuéyuán.mp3
血管,Blood vessel,xuèguǎn,audios/xuèguǎn.mp3
血液,blood,xuèyè,audios/xuèyè.mp3
烟花,Fireworks,yānhuā,audios/yānhuā.mp3
沿,along,yán,audios/yán.mp3
沿着,Along,yánzhe,audios/yánzhe.mp3
研发,R &amp; D,yánfā,audios/yánfā.mp3
眼看,See,yǎnkàn,audios/yǎnkàn.mp3
洋,foreign,yáng,audios/yáng.mp3
仰,Up,yǎng,audios/yǎng.mp3
养老,Pension,yǎnglǎo,audios/yǎnglǎo.mp3
样,kind,yàng,audios/yàng.mp3
药品,drug,yàopǐn,audios/yàopǐn.mp3
要不然,otherwise,yàobùrán,audios/yàobùrán.mp3
要好,Better,yāohǎo,audios/yāohǎo.mp3
要么,Either,yàome,audios/yàome.mp3
野,wild,yě,audios/yě.mp3
野生,wild,yěshēng,audios/yěshēng.mp3
医药,medicine,yīyào,audios/yīyào.mp3
依次,In turn,yīcì,audios/yīcì.mp3
一次性,One time,yícìxìng,audios/yícìxìng.mp3
一代,generation,yídài,audios/yídài.mp3
一道,Together,yīdào,audios/yīdào.mp3
一路上,Along the way,yīlùshàng,audios/yīlùshàng.mp3
一番,Some,yīfān,audios/yīfān.mp3
一模一样,Exactly the same,yīmúyīyàng,audios/yīmúyīyàng.mp3
一齐,All together,yīqí,audios/yīqí.mp3
一时,For a while,yīshí,audios/yīshí.mp3
一同,together,yītóng,audios/yītóng.mp3
一行,One line,yīxíng,audios/yīxíng.mp3
艺人,artist,yìrén,audios/yìrén.mp3
议题,issue,yìtí,audios/yìtí.mp3
意想不到,unexpected,yìxiǎngbùdào,audios/yìxiǎngbùdào.mp3
意愿,Will,yìyuàn,audios/yìyuàn.mp3
因,because,yīn,audios/yīn.mp3
阴影,shadow,yīnyǐng,audios/yīnyǐng.mp3
音量,volume,yīnliàng,audios/yīnliàng.mp3
音像,Audiovisual,yīnxiàng,audios/yīnxiàng.mp3
隐藏,hide,yǐncáng,audios/yǐncáng.mp3
印,Seal,yìn,audios/yìn.mp3
迎来,Usher in,yínglái,audios/yínglái.mp3
影迷,Fans,yǐngmí,audios/yǐngmí.mp3
影星,Movie star,yǐngxīng,audios/yǐngxīng.mp3
应对,response,yìngduì,audios/yìngduì.mp3
应急,Emergency,yìngjí,audios/yìngjí.mp3
用处,usefulness,yòngchǔ,audios/yòngchǔ.mp3
用得着,Useful,yòngdézhe,audios/yòngdézhe.mp3
用法,usage,yòngfǎ,audios/yòngfǎ.mp3
用品,Supplies,yòngpǐn,audios/yòngpǐn.mp3
用心,Attentively,yòngxīn,audios/yòngxīn.mp3
优质,high quality,yōuzhì,audios/yōuzhì.mp3
游人,Tourist,yóurén,audios/yóurén.mp3
游玩,play,yóuwán,audios/yóuwán.mp3
游戏机,Game console,yóuxìjī,audios/yóuxìjī.mp3
游行,procession,yóuxíng,audios/yóuxíng.mp3
有关,related,yǒuguān,audios/yǒuguān.mp3
有没有,Do you have,yǒuméiyǒu,audios/yǒuméiyǒu.mp3
有事,Something,yǒushì,audios/yǒushì.mp3
于,in,yú,audios/yú.mp3
与,versus,yǔ,audios/yǔ.mp3
宇航员,astronaut,yǔhángyuán,audios/yǔhángyuán.mp3
雨衣,raincoat,yǔyī,audios/yǔyī.mp3
预约,reservation,yùyuē,audios/yùyuē.mp3
园,garden,yuán,audios/yuán.mp3
园地,Garden,yuándì,audios/yuándì.mp3
原,original,yuán,audios/yuán.mp3
圆珠笔,Ballpoint pen,yuánzhūbǐ,audios/yuánzhūbǐ.mp3
援助,assistance,yuánzhù,audios/yuánzhù.mp3
缘故,reason,yuángù,audios/yuángù.mp3
远方,distance,yuǎnfāng,audios/yuǎnfāng.mp3
远离,keep away,yuǎnlí,audios/yuǎnlí.mp3
远远,Far away,yuǎnyuǎn,audios/yuǎnyuǎn.mp3
约定,Agreement,yuēdìng,audios/yuēdìng.mp3
乐曲,Music,yuèqǔ,audios/yuèqǔ.mp3
运作,Operation,yùnzuò,audios/yùnzuò.mp3
晕车,Motion sickness,yùnchē,audios/yùnchē.mp3
杂,miscellaneous,zá,audios/zá.mp3
再生,regeneration,zàishēng,audios/zàishēng.mp3
再说,Say again,zàishuō,audios/zàishuō.mp3
遭到,Suffered,zāodào,audios/zāodào.mp3
早晚,Sooner or later,zǎowǎn,audios/zǎowǎn.mp3
增进,enhance,zēngjìn,audios/zēngjìn.mp3
增值,Value-added,zēngzhí,audios/zēngzhí.mp3
炸,Fried,zhà,audios/zhà.mp3
炸弹,bomb,zhàdàn,audios/zhàdàn.mp3
炸药,Explosive,zhàyào,audios/zhàyào.mp3
债,debt,zhài,audios/zhài.mp3
战场,battlefield,zhànchǎng,audios/zhànchǎng.mp3
战友,Comrades-in-arms,zhànyǒu,audios/zhànyǒu.mp3
站台,Platform,zhàntái,audios/zhàntái.mp3
章,chapter,zhāng,audios/zhāng.mp3
掌声,applause,zhǎngshēng,audios/zhǎngshēng.mp3
账,Account,zhàng,audios/zhàng.mp3
招,trick,zhāo,audios/zhāo.mp3
这就是说,This means that,zhèjiùshìshuō,audios/zhèjiùshìshuō.mp3
镇,town,zhèn,audios/zhèn.mp3
整治,Rectify,zhěngzhì,audios/zhěngzhì.mp3
政策,policy,zhèngcè,audios/zhèngcè.mp3
政党,political party,zhèngdǎng,audios/zhèngdǎng.mp3
之类,such as,zhīlèi,audios/zhīlèi.mp3
知名,famous,zhīmíng,audios/zhīmíng.mp3
织,Weave,zhī,audios/zhī.mp3
直升机,Helicopter,zhíshēngjī,audios/zhíshēngjī.mp3
职责,Duty,zhízé,audios/zhízé.mp3
止,only,zhǐ,audios/zhǐ.mp3
只得,Had to,zhǐde,audios/zhǐde.mp3
只顾,Just take care of,zhǐgù,audios/zhǐgù.mp3
只管,Just mind,zhǐguǎn,audios/zhǐguǎn.mp3
指数,index,zhǐshù,audios/zhǐshù.mp3
指头,Finger,zhǐtou,audios/zhǐtou.mp3
指着,Pointing,zhǐzhe,audios/zhǐzhe.mp3
治病,Cure,zhìbìng,audios/zhìbìng.mp3
中等,medium,zhōngděng,audios/zhōngděng.mp3
中华,China,zhōnghuá,audios/zhōnghuá.mp3
中期,Mid-term,zhōngqī,audios/zhōngqī.mp3
中外,Chinese and foreign,zhōngwài,audios/zhōngwài.mp3
忠心,loyalty,zhōngxīn,audios/zhōngxīn.mp3
钟头,hour,zhōngtóu,audios/zhōngtóu.mp3
肿,swollen,zhǒng,audios/zhǒng.mp3
种种,All kinds of,zhǒngzhǒng,audios/zhǒngzhǒng.mp3
珠宝,Jewelry,zhūbǎo,audios/zhūbǎo.mp3
主持人,host,zhǔchírén,audios/zhǔchírén.mp3
主角,protagonist,zhǔjué,audios/zhǔjué.mp3
驻,Resident,zhù,audios/zhù.mp3
柱子,pillar,zhùzi,audios/zhùzi.mp3
祝愿,wish,zhùyuàn,audios/zhùyuàn.mp3
专用,dedicated,zhuānyòng,audios/zhuānyòng.mp3
转,turn,zhuǎn,audios/zhuǎn.mp3
转动,Rotate,zhuàndòng,audios/zhuàndòng.mp3
赚钱,Make money,zhuànqián,audios/zhuànqián.mp3
捉,catch,zhuō,audios/zhuō.mp3
自来水,Tap water,zìláishuǐ,audios/zìláishuǐ.mp3
自我,self,zìwǒ,audios/zìwǒ.mp3
自学,Self-study,zìxué,audios/zìxué.mp3
自言自语,Talking to oneself,zìyánzìyǔ,audios/zìyánzìyǔ.mp3
自在,comfortable,zìzài,audios/zìzài.mp3
宗教,religion,zōngjiào,audios/zōngjiào.mp3
总部,Headquarters,zǒngbù,audios/zǒngbù.mp3
总监,Director,zǒngjiān,audios/zǒngjiān.mp3
总经理,General manager,zǒngjīnglǐ,audios/zǒngjīnglǐ.mp3
总量,Total,zǒngliàng,audios/zǒngliàng.mp3
奏,Play,zòu,audios/zòu.mp3
租金,rent,zūjīn,audios/zūjīn.mp3
足,foot,zú,audios/zú.mp3
族,Clan,zú,audios/zú.mp3
族,Clan,zú,audios/zú.mp3
祖国,motherland,zǔguó,audios/zǔguó.mp3
祖母,grandmother,zǔmǔ,audios/zǔmǔ.mp3
钻,Drill,zuān,audios/zuān.mp3
最佳,optimal,zuìjiā,audios/zuìjiā.mp3
最终,finally,zuìzhōng,audios/zuìzhōng.mp3
罪,crime,zuì,audios/zuì.mp3
罪恶,sin,zuìè,audios/zuìè.mp3
作,Make,zuò,audios/zuò.mp3
作战,Combat,zuòzhàn,audios/zuòzhàn.mp3
座谈会,forum,zuòtánhuì,audios/zuòtánhuì.mp3
