hanzi,translation,pinyin,location,audio
景,view,jǐng,audios/jǐng.mp3,[sound:jǐng.mp3]
景点,Attractions,jǐngdiǎn,audios/jǐngdiǎn.mp3,[sound:jǐngdiǎn.mp3]
净,net,jìng,audios/jìng.mp3,[sound:jìng.mp3]
酒水,Drinks,jiǔshuǐ,audios/jiǔshuǐ.mp3,[sound:jiǔshuǐ.mp3]
救命,Help,jiùmìng,audios/jiùmìng.mp3,[sound:jiùmìng.mp3]
救援,Rescue,jiùyuán,audios/jiùyuán.mp3,[sound:jiùyuán.mp3]
救助,Rescue,jiùzhù,audios/jiùzhù.mp3,[sound:jiùzhù.mp3]
就是说,that is,jiùshìshuō,audios/jiùshìshuō.mp3,[sound:jiùshìshuō.mp3]
就算,Even if,jiùsuàn,audios/jiùsuàn.mp3,[sound:jiùsuàn.mp3]
局,Bureau,jú,audios/jú.mp3,[sound:jú.mp3]
剧,drama,jù,audios/jù.mp3,[sound:jù.mp3]
据,according to,jù,audios/jù.mp3,[sound:jù.mp3]
捐款,Donate,juānkuǎn,audios/juānkuǎn.mp3,[sound:juānkuǎn.mp3]
捐赠,Donate,juānzèng,audios/juānzèng.mp3,[sound:juānzèng.mp3]
捐助,Donate,juānzhù,audios/juānzhù.mp3,[sound:juānzhù.mp3]
绝,Absolutely,jué,audios/jué.mp3,[sound:jué.mp3]
绝大多数,Overwhelming majority,juédàduōshù,audios/juédàduōshù.mp3,[sound:juédàduōshù.mp3]
军舰,warship,jūnjiàn,audios/jūnjiàn.mp3,[sound:jūnjiàn.mp3]
开创,Create,kāichuàng,audios/kāichuàng.mp3,[sound:kāichuàng.mp3]
开关,switch,kāiguān,audios/kāiguān.mp3,[sound:kāiguān.mp3]
开设,open,kāishè,audios/kāishè.mp3,[sound:kāishè.mp3]
开通,Open,kāitōng,audios/kāitōng.mp3,[sound:kāitōng.mp3]
开头,beginning,kāitóu,audios/kāitóu.mp3,[sound:kāitóu.mp3]
开夜车,Drive at night,kāiyèchē,audios/kāiyèchē.mp3,[sound:kāiyèchē.mp3]
看,Look,kàn,audios/kàn.mp3,[sound:kàn.mp3]
看管,Watch over,kānguǎn,audios/kānguǎn.mp3,[sound:kānguǎn.mp3]
看得见,visible,kàndéjiàn,audios/kàndéjiàn.mp3,[sound:kàndéjiàn.mp3]
看得起,Worthy of,kàndeqǐ,audios/kàndeqǐ.mp3,[sound:kàndeqǐ.mp3]
看好,Optimistic about,kànhǎo,audios/kànhǎo.mp3,[sound:kànhǎo.mp3]
看作,See,kànzuò,audios/kànzuò.mp3,[sound:kànzuò.mp3]
康复,Recovery,kāngfù,audios/kāngfù.mp3,[sound:kāngfù.mp3]
抗议,protest,kàngyì,audios/kàngyì.mp3,[sound:kàngyì.mp3]
考场,examination room,kǎochǎng,audios/kǎochǎng.mp3,[sound:kǎochǎng.mp3]
考题,Exam questions,kǎotí,audios/kǎotí.mp3,[sound:kǎotí.mp3]
科研,research,kēyán,audios/kēyán.mp3,[sound:kēyán.mp3]
客车,bus,kèchē,audios/kèchē.mp3,[sound:kèchē.mp3]
肯,Ken,kěn,audios/kěn.mp3,[sound:kěn.mp3]
空军,air force,kōngjūn,audios/kōngjūn.mp3,[sound:kōngjūn.mp3]
口试,oral,kǒushì,audios/kǒushì.mp3,[sound:kǒushì.mp3]
扣,buckle,kòu,audios/kòu.mp3,[sound:kòu.mp3]
酷,Cool,kù,audios/kù.mp3,[sound:kù.mp3]
快车,express train,kuàichē,audios/kuàichē.mp3,[sound:kuàichē.mp3]
宽阔,wide,kuānkuò,audios/kuānkuò.mp3,[sound:kuānkuò.mp3]
矿,mine,kuàng,audios/kuàng.mp3,[sound:kuàng.mp3]
阔,wide,kuò,audios/kuò.mp3,[sound:kuò.mp3]
来往,Contact,láiwǎng,audios/láiwǎng.mp3,[sound:láiwǎng.mp3]
赖,rely,lài,audios/lài.mp3,[sound:lài.mp3]
蓝领,Blue collar,lánlǐng,audios/lánlǐng.mp3,[sound:lánlǐng.mp3]
蓝天,Blue sky,lántiān,audios/lántiān.mp3,[sound:lántiān.mp3]
牢,prison,láo,audios/láo.mp3,[sound:láo.mp3]
老乡,Fellow,lǎoxiāng,audios/lǎoxiāng.mp3,[sound:lǎoxiāng.mp3]
冷气,Air conditioner,lěngqì,audios/lěngqì.mp3,[sound:lěngqì.mp3]
冷水,cold water,lěngshuǐ,audios/lěngshuǐ.mp3,[sound:lěngshuǐ.mp3]
礼堂,hall,lǐtáng,audios/lǐtáng.mp3,[sound:lǐtáng.mp3]
理,Reason,lǐ,audios/lǐ.mp3,[sound:lǐ.mp3]
理财,Financial management,lǐcái,audios/lǐcái.mp3,[sound:lǐcái.mp3]
力,force,lì,audios/lì.mp3,[sound:lì.mp3]
利,Profit,lì,audios/lì.mp3,[sound:lì.mp3]
联赛,League,liánsài,audios/liánsài.mp3,[sound:liánsài.mp3]
联手,Join hands,liánshǒu,audios/liánshǒu.mp3,[sound:liánshǒu.mp3]
凉鞋,sandals,liángxié,audios/liángxié.mp3,[sound:liángxié.mp3]
两侧,Both sides,liǎngcè,audios/liǎngcè.mp3,[sound:liǎngcè.mp3]
两手,Two hands,liǎngshǒu,audios/liǎngshǒu.mp3,[sound:liǎngshǒu.mp3]
聊,chat,liáo,audios/liáo.mp3,[sound:liáo.mp3]
聊天儿,Chat,liáotiānér,audios/liáotiānér.mp3,[sound:liáotiānér.mp3]
料,material,liào,audios/liào.mp3,[sound:liào.mp3]
料,material,liào,audios/liào.mp3,[sound:liào.mp3]
裂,crack,liè,audios/liè.mp3,[sound:liè.mp3]
领取,receive,lǐngqǔ,audios/lǐngqǔ.mp3,[sound:lǐngqǔ.mp3]
另,another,lìng,audios/lìng.mp3,[sound:lìng.mp3]
留言,leave a message,liúyán,audios/liúyán.mp3,[sound:liúyán.mp3]
流感,influenza,liúgǎn,audios/liúgǎn.mp3,[sound:liúgǎn.mp3]
楼道,corridor,lóudào,audios/lóudào.mp3,[sound:lóudào.mp3]
楼房,Building,lóufáng,audios/lóufáng.mp3,[sound:lóufáng.mp3]
露,dew,lù,audios/lù.mp3,[sound:lù.mp3]
陆军,army,lùjūn,audios/lùjūn.mp3,[sound:lùjūn.mp3]
录像,Video,lùxiàng,audios/lùxiàng.mp3,[sound:lùxiàng.mp3]
录音机,recorder,lùyīnjī,audios/lùyīnjī.mp3,[sound:lùyīnjī.mp3]
路过,Passing by,lùguò,audios/lùguò.mp3,[sound:lùguò.mp3]
露,dew,lù,audios/lù.mp3,[sound:lù.mp3]
旅店,Inn,lǚdiàn,audios/lǚdiàn.mp3,[sound:lǚdiàn.mp3]
绿化,Greening,lǜhuà,audios/lǜhuà.mp3,[sound:lǜhuà.mp3]
马车,carriage,mǎchē,audios/mǎchē.mp3,[sound:mǎchē.mp3]
埋,Buried,mái,audios/mái.mp3,[sound:mái.mp3]
慢车,local,mànchē,audios/mànchē.mp3,[sound:mànchē.mp3]
盲人,blind,mángrén,audios/mángrén.mp3,[sound:mángrén.mp3]
梅花,Plum blossom,méihuā,audios/méihuā.mp3,[sound:méihuā.mp3]
美容,Beauty,měiróng,audios/měiróng.mp3,[sound:měiróng.mp3]
蒙,Mongolian,méng,audios/méng.mp3,[sound:méng.mp3]
蒙,Mongolian,méng,audios/méng.mp3,[sound:méng.mp3]
猛,fierce,měng,audios/měng.mp3,[sound:měng.mp3]
棉,cotton,mián,audios/mián.mp3,[sound:mián.mp3]
面对面,Face to face,miànduìmiàn,audios/miànduìmiàn.mp3,[sound:miànduìmiàn.mp3]
面向,Face to,miànxiàng,audios/miànxiàng.mp3,[sound:miànxiàng.mp3]
妙,wonderful,miào,audios/miào.mp3,[sound:miào.mp3]
灭,Extinguish,miè,audios/miè.mp3,[sound:miè.mp3]
民歌,folk song,míngē,audios/míngē.mp3,[sound:míngē.mp3]
民工,Migrant workers,míngōng,audios/míngōng.mp3,[sound:míngōng.mp3]
民警,Police,mínjǐng,audios/mínjǐng.mp3,[sound:mínjǐng.mp3]
民意,public opinion,mínyì,audios/mínyì.mp3,[sound:mínyì.mp3]
民主,democracy,mínzhǔ,audios/mínzhǔ.mp3,[sound:mínzhǔ.mp3]
名胜,Place of interest,míngshèng,audios/míngshèng.mp3,[sound:míngshèng.mp3]
名义,name,míngyì,audios/míngyì.mp3,[sound:míngyì.mp3]
明日,tomorrow,míngrì,audios/míngrì.mp3,[sound:míngrì.mp3]
命,Life,mìng,audios/mìng.mp3,[sound:mìng.mp3]
磨,mill,mó,audios/mó.mp3,[sound:mó.mp3]
没收,Confiscate,mòshōu,audios/mòshōu.mp3,[sound:mòshōu.mp3]
墨水,ink,mòshuǐ,audios/mòshuǐ.mp3,[sound:mòshuǐ.mp3]
母,mother,mǔ,audios/mǔ.mp3,[sound:mǔ.mp3]
母鸡,hen,mǔjī,audios/mǔjī.mp3,[sound:mǔjī.mp3]
母女,Mother and daughter,mǔnǚ,audios/mǔnǚ.mp3,[sound:mǔnǚ.mp3]
母子,Mother and child,mǔzi,audios/mǔzi.mp3,[sound:mǔzi.mp3]
墓,tomb,mù,audios/mù.mp3,[sound:mù.mp3]
拿走,Take away,názǒu,audios/názǒu.mp3,[sound:názǒu.mp3]
奶粉,milk powder,nǎifěn,audios/nǎifěn.mp3,[sound:nǎifěn.mp3]
奶牛,Cows,nǎiniú,audios/nǎiniú.mp3,[sound:nǎiniú.mp3]
难忘,memorable,nánwàng,audios/nánwàng.mp3,[sound:nánwàng.mp3]
内地,Mainland,nèidì,audios/nèidì.mp3,[sound:nèidì.mp3]
内外,inside and outside,nèiwài,audios/nèiwài.mp3,[sound:nèiwài.mp3]
内衣,underwear,nèiyī,audios/nèiyī.mp3,[sound:nèiyī.mp3]
能否,Can,néngfǒu,audios/néngfǒu.mp3,[sound:néngfǒu.mp3]
泥,mud,ní,audios/ní.mp3,[sound:ní.mp3]
扭,Twist,niǔ,audios/niǔ.mp3,[sound:niǔ.mp3]
排行榜,Leaderboard,páihángbǎng,audios/páihángbǎng.mp3,[sound:páihángbǎng.mp3]
派出,send,pàichū,audios/pàichū.mp3,[sound:pàichū.mp3]
判,Judge,pàn,audios/pàn.mp3,[sound:pàn.mp3]
泡,bubble,pào,audios/pào.mp3,[sound:pào.mp3]
炮,gun,pào,audios/pào.mp3,[sound:pào.mp3]
陪同,Accompany,péitóng,audios/péitóng.mp3,[sound:péitóng.mp3]
配置,Configuration,pèizhì,audios/pèizhì.mp3,[sound:pèizhì.mp3]
皮球,Ball,píqiú,audios/píqiú.mp3,[sound:píqiú.mp3]
偏,Partial,piān,audios/piān.mp3,[sound:piān.mp3]
品牌,Brand,pǐnpái,audios/pǐnpái.mp3,[sound:pǐnpái.mp3]
聘请,hire,pìnqǐng,audios/pìnqǐng.mp3,[sound:pìnqǐng.mp3]
平方米,Square meter,píngfāngmǐ,audios/píngfāngmǐ.mp3,[sound:píngfāngmǐ.mp3]
平台,platform,píngtái,audios/píngtái.mp3,[sound:píngtái.mp3]
评,Comment,píng,audios/píng.mp3,[sound:píng.mp3]
评选,Selection,píngxuǎn,audios/píngxuǎn.mp3,[sound:píngxuǎn.mp3]
屏幕,screen,píngmù,audios/píngmù.mp3,[sound:píngmù.mp3]
企图,attempt,qǐtú,audios/qǐtú.mp3,[sound:qǐtú.mp3]
起点,starting point,qǐdiǎn,audios/qǐdiǎn.mp3,[sound:qǐdiǎn.mp3]
起诉,Prosecute,qǐsù,audios/qǐsù.mp3,[sound:qǐsù.mp3]
恰好,exactly,qiàhǎo,audios/qiàhǎo.mp3,[sound:qiàhǎo.mp3]
恰恰,precisely,qiàqià,audios/qiàqià.mp3,[sound:qiàqià.mp3]
牵,Lead,qiān,audios/qiān.mp3,[sound:qiān.mp3]
铅笔,pencil,qiānbǐ,audios/qiānbǐ.mp3,[sound:qiānbǐ.mp3]
前方,Ahead,qiánfāng,audios/qiánfāng.mp3,[sound:qiánfāng.mp3]
前来,Come,qiánlái,audios/qiánlái.mp3,[sound:qiánlái.mp3]
强盗,robber,qiángdào,audios/qiángdào.mp3,[sound:qiángdào.mp3]
强化,strengthen,qiánghuà,audios/qiánghuà.mp3,[sound:qiánghuà.mp3]
强势,Strong,qiángshì,audios/qiángshì.mp3,[sound:qiángshì.mp3]
强壮,strong,qiángzhuàng,audios/qiángzhuàng.mp3,[sound:qiángzhuàng.mp3]
茄子,eggplant,qiézi,audios/qiézi.mp3,[sound:qiézi.mp3]
亲属,relatives,qīnshǔ,audios/qīnshǔ.mp3,[sound:qīnshǔ.mp3]
亲眼,With your own eyes,qīnyǎn,audios/qīnyǎn.mp3,[sound:qīnyǎn.mp3]
清,clear,qīng,audios/qīng.mp3,[sound:qīng.mp3]
清洁工,Cleaner,qīngjiégōng,audios/qīngjiégōng.mp3,[sound:qīngjiégōng.mp3]
清明节,Ching Ming Festival,qīngmíngjié,audios/qīngmíngjié.mp3,[sound:qīngmíngjié.mp3]
清洗,Cleaning,qīngxǐ,audios/qīngxǐ.mp3,[sound:qīngxǐ.mp3]
求职,Job hunting,qiúzhí,audios/qiúzhí.mp3,[sound:qiúzhí.mp3]
球拍,racket,qiúpāi,audios/qiúpāi.mp3,[sound:qiúpāi.mp3]
球星,Star,qiúxīng,audios/qiúxīng.mp3,[sound:qiúxīng.mp3]
球员,Player,qiúyuán,audios/qiúyuán.mp3,[sound:qiúyuán.mp3]
取款,Withdrawal,qǔkuǎn,audios/qǔkuǎn.mp3,[sound:qǔkuǎn.mp3]
取款机,ATM,qǔkuǎnjī,audios/qǔkuǎnjī.mp3,[sound:qǔkuǎnjī.mp3]
去掉,Get rid of,qùdiào,audios/qùdiào.mp3,[sound:qùdiào.mp3]
权,right,quán,audios/quán.mp3,[sound:quán.mp3]
全力,Full force,quánlì,audios/quánlì.mp3,[sound:quánlì.mp3]
全新,brand new,quánxīn,audios/quánxīn.mp3,[sound:quánxīn.mp3]
券,Coupon,quàn,audios/quàn.mp3,[sound:quàn.mp3]
却是,but it is,quèshì,audios/quèshì.mp3,[sound:quèshì.mp3]
让座,Give up,ràngzuò,audios/ràngzuò.mp3,[sound:ràngzuò.mp3]
热点,Hot spot,rèdiǎn,audios/rèdiǎn.mp3,[sound:rèdiǎn.mp3]
热水,Hot water,rèshuǐ,audios/rèshuǐ.mp3,[sound:rèshuǐ.mp3]
热水器,Water heater,rèshuǐqì,audios/rèshuǐqì.mp3,[sound:rèshuǐqì.mp3]
热线,hotline,rèxiàn,audios/rèxiàn.mp3,[sound:rèxiàn.mp3]
人权,human rights,rénquán,audios/rénquán.mp3,[sound:rénquán.mp3]
认同,Identify with,rèntóng,audios/rèntóng.mp3,[sound:rèntóng.mp3]
日夜,day and night,rìyè,audios/rìyè.mp3,[sound:rìyè.mp3]
日语,Japanese,rìyǔ,audios/rìyǔ.mp3,[sound:rìyǔ.mp3]
融合,Fusion,rónghé,audios/rónghé.mp3,[sound:rónghé.mp3]
融入,assimilate into,róngrù,audios/róngrù.mp3,[sound:róngrù.mp3]
如,Such as,rú,audios/rú.mp3,[sound:rú.mp3]
如一,As one,rúyī,audios/rúyī.mp3,[sound:rúyī.mp3]
乳制品,Dairy products,rǔzhìpǐn,audios/rǔzhìpǐn.mp3,[sound:rǔzhìpǐn.mp3]
入,Enter,rù,audios/rù.mp3,[sound:rù.mp3]
入学,Admission,rùxué,audios/rùxué.mp3,[sound:rùxué.mp3]
若,If,ruò,audios/ruò.mp3,[sound:ruò.mp3]
塞,Stop,sāi,audios/sāi.mp3,[sound:sāi.mp3]
赛,Match,sài,audios/sài.mp3,[sound:sài.mp3]
赛场,Arena,sàichǎng,audios/sàichǎng.mp3,[sound:sàichǎng.mp3]
三明治,sandwich,sānmíngzhì,audios/sānmíngzhì.mp3,[sound:sānmíngzhì.mp3]
山峰,mountain peak,shānfēng,audios/shānfēng.mp3,[sound:shānfēng.mp3]
山谷,valley,shāngǔ,audios/shāngǔ.mp3,[sound:shāngǔ.mp3]
山坡,hillside,shānpō,audios/shānpō.mp3,[sound:shānpō.mp3]
伤口,wound,shāngkǒu,audios/shāngkǒu.mp3,[sound:shāngkǒu.mp3]
伤亡,casualties,shāngwáng,audios/shāngwáng.mp3,[sound:shāngwáng.mp3]
伤员,Wounded,shāngyuán,audios/shāngyuán.mp3,[sound:shāngyuán.mp3]
商城,Mall,shāngchéng,audios/shāngchéng.mp3,[sound:shāngchéng.mp3]
上帝,God,shàngdì,audios/shàngdì.mp3,[sound:shàngdì.mp3]
上市,Listed,shàngshì,audios/shàngshì.mp3,[sound:shàngshì.mp3]
上台,On stage,shàngtái,audios/shàngtái.mp3,[sound:shàngtái.mp3]
上演,Staged,shàngyǎn,audios/shàngyǎn.mp3,[sound:shàngyǎn.mp3]
勺,Spoon,sháo,audios/sháo.mp3,[sound:sháo.mp3]
少儿,Children,shǎoér,audios/shǎoér.mp3,[sound:shǎoér.mp3]
舌头,tongue,shétou,audios/shétou.mp3,[sound:shétou.mp3]
设计师,Designer,shèjìshī,audios/shèjìshī.mp3,[sound:shèjìshī.mp3]
深化,deepen,shēnhuà,audios/shēnhuà.mp3,[sound:shēnhuà.mp3]
深深,deeply,shēnshēn,audios/shēnshēn.mp3,[sound:shēnshēn.mp3]
升级,upgrade,shēngjí,audios/shēngjí.mp3,[sound:shēngjí.mp3]
升学,Go to school,shēngxué,audios/shēngxué.mp3,[sound:shēngxué.mp3]
升值,appreciation,shēngzhí,audios/shēngzhí.mp3,[sound:shēngzhí.mp3]
生活费,living expenses,shēnghuófèi,audios/shēnghuófèi.mp3,[sound:shēnghuófèi.mp3]
省钱,save money,shěngqián,audios/shěngqián.mp3,[sound:shěngqián.mp3]
圣诞节,Christmas,shèngdànjié,audios/shèngdànjié.mp3,[sound:shèngdànjié.mp3]
师父,Master,shīfù,audios/shīfù.mp3,[sound:shīfù.mp3]
师生,Teachers and students,shīshēng,audios/shīshēng.mp3,[sound:shīshēng.mp3]
时节,season,shíjié,audios/shíjié.mp3,[sound:shíjié.mp3]
时时,From time to time,shíshí,audios/shíshí.mp3,[sound:shíshí.mp3]
时装,Fashion,shízhuāng,audios/shízhuāng.mp3,[sound:shízhuāng.mp3]
识,knowledge,shí,audios/shí.mp3,[sound:shí.mp3]
识字,Literacy,shízì,audios/shízì.mp3,[sound:shízì.mp3]
食欲,appetite,shíyù,audios/shíyù.mp3,[sound:shíyù.mp3]
市民,Citizen,shìmín,audios/shìmín.mp3,[sound:shìmín.mp3]
事后,afterwards,shìhòu,audios/shìhòu.mp3,[sound:shìhòu.mp3]
试点,Pilot,shìdiǎn,audios/shìdiǎn.mp3,[sound:shìdiǎn.mp3]
适当,appropriate,shìdàng,audios/shìdàng.mp3,[sound:shìdàng.mp3]
收取,Charge,shōuqǔ,audios/shōuqǔ.mp3,[sound:shōuqǔ.mp3]
收养,adoption,shōuyǎng,audios/shōuyǎng.mp3,[sound:shōuyǎng.mp3]
手续费,Handling fee,shǒuxùfèi,audios/shǒuxùfèi.mp3,[sound:shǒuxùfèi.mp3]
首,first,shǒu,audios/shǒu.mp3,[sound:shǒu.mp3]
首次,first,shǒucì,audios/shǒucì.mp3,[sound:shǒucì.mp3]
首脑,summit,shǒunǎo,audios/shǒunǎo.mp3,[sound:shǒunǎo.mp3]
首席,chief,shǒuxí,audios/shǒuxí.mp3,[sound:shǒuxí.mp3]
首相,prime minister,shǒuxiàng,audios/shǒuxiàng.mp3,[sound:shǒuxiàng.mp3]
书房,study,shūfáng,audios/shūfáng.mp3,[sound:shūfáng.mp3]
薯片,Potato chips,shǔpiàn,audios/shǔpiàn.mp3,[sound:shǔpiàn.mp3]
薯条,French fries,shǔtiáo,audios/shǔtiáo.mp3,[sound:shǔtiáo.mp3]
双打,Doubles,shuāngdǎ,audios/shuāngdǎ.mp3,[sound:shuāngdǎ.mp3]
爽,Cool,shuǎng,audios/shuǎng.mp3,[sound:shuǎng.mp3]
顺,Shun,shùn,audios/shùn.mp3,[sound:shùn.mp3]
说明书,Manual,shuōmíngshū,audios/shuōmíngshū.mp3,[sound:shuōmíngshū.mp3]
说实话,to be honest,shuōshíhuà,audios/shuōshíhuà.mp3,[sound:shuōshíhuà.mp3]
司长,Director,sīzhǎng,audios/sīzhǎng.mp3,[sound:sīzhǎng.mp3]
四处,around,sìchù,audios/sìchù.mp3,[sound:sìchù.mp3]
寺,Temple,sì,audios/sì.mp3,[sound:sì.mp3]
送礼,Present,sònglǐ,audios/sònglǐ.mp3,[sound:sònglǐ.mp3]
送行,See off,sòngxíng,audios/sòngxíng.mp3,[sound:sòngxíng.mp3]
算了,Forget it,suànle,audios/suànle.mp3,[sound:suànle.mp3]
算是,Be regarded as,suànshì,audios/suànshì.mp3,[sound:suànshì.mp3]
虽,although,suī,audios/suī.mp3,[sound:suī.mp3]
岁数,age,suìshù,audios/suìshù.mp3,[sound:suìshù.mp3]
塔,tower,tǎ,audios/tǎ.mp3,[sound:tǎ.mp3]
踏,tread,tà,audios/tà.mp3,[sound:tà.mp3]
台灯,table lamp,táidēng,audios/táidēng.mp3,[sound:táidēng.mp3]
太阳能,Solar energy,tàiyángnéng,audios/tàiyángnéng.mp3,[sound:tàiyángnéng.mp3]
趟,trip,tàng,audios/tàng.mp3,[sound:tàng.mp3]
特,special,tè,audios/tè.mp3,[sound:tè.mp3]
特大,Extra large,tèdà,audios/tèdà.mp3,[sound:tèdà.mp3]
特地,specially,tèdì,audios/tèdì.mp3,[sound:tèdì.mp3]
特快,express,tèkuài,audios/tèkuài.mp3,[sound:tèkuài.mp3]
特意,specially,tèyì,audios/tèyì.mp3,[sound:tèyì.mp3]
疼痛,pain,téngtòng,audios/téngtòng.mp3,[sound:téngtòng.mp3]
踢,kick,tī,audios/tī.mp3,[sound:tī.mp3]
提交,submit,tíjiāo,audios/tíjiāo.mp3,[sound:tíjiāo.mp3]
提升,Promote,tíshēng,audios/tíshēng.mp3,[sound:tíshēng.mp3]
天然,natural,tiānrán,audios/tiānrán.mp3,[sound:tiānrán.mp3]
天下,World,tiānxià,audios/tiānxià.mp3,[sound:tiānxià.mp3]
添,add,tiān,audios/tiān.mp3,[sound:tiān.mp3]
田,field,tián,audios/tián.mp3,[sound:tián.mp3]
跳水,diving,tiàoshuǐ,audios/tiàoshuǐ.mp3,[sound:tiàoshuǐ.mp3]
听取,listen to,tīngqǔ,audios/tīngqǔ.mp3,[sound:tīngqǔ.mp3]
通报,Announce,tōngbào,audios/tōngbào.mp3,[sound:tōngbào.mp3]
通道,aisle,tōngdào,audios/tōngdào.mp3,[sound:tōngdào.mp3]
通红,Flush,tònghóng,audios/tònghóng.mp3,[sound:tònghóng.mp3]
通话,call,tōnghuà,audios/tōnghuà.mp3,[sound:tōnghuà.mp3]
通行,Pass,tōngxíng,audios/tōngxíng.mp3,[sound:tōngxíng.mp3]
通讯,communication,tōngxùn,audios/tōngxùn.mp3,[sound:tōngxùn.mp3]
同,with,tóng,audios/tóng.mp3,[sound:tóng.mp3]
同行,Accompany,tóngháng,audios/tóngháng.mp3,[sound:tóngháng.mp3]
同期,The same period,tóngqī,audios/tóngqī.mp3,[sound:tóngqī.mp3]
同一,same,tóngyī,audios/tóngyī.mp3,[sound:tóngyī.mp3]
铜牌,bronze medal,tóngpái,audios/tóngpái.mp3,[sound:tóngpái.mp3]
头疼,headache,tóuténg,audios/tóuténg.mp3,[sound:tóuténg.mp3]
透露,disclose,tòulù,audios/tòulù.mp3,[sound:tòulù.mp3]
图书,books,túshū,audios/túshū.mp3,[sound:túshū.mp3]
土,earth,tǔ,audios/tǔ.mp3,[sound:tǔ.mp3]
团队,team,tuánduì,audios/tuánduì.mp3,[sound:tuánduì.mp3]
推出,roll out,tuīchū,audios/tuīchū.mp3,[sound:tuīchū.mp3]
退票,Refund,tuìpiào,audios/tuìpiào.mp3,[sound:tuìpiào.mp3]
吞,swallow,tūn,audios/tūn.mp3,[sound:tūn.mp3]
托,Entrust,tuō,audios/tuō.mp3,[sound:tuō.mp3]
拖,drag,tuō,audios/tuō.mp3,[sound:tuō.mp3]
拖鞋,flip flop,tuōxié,audios/tuōxié.mp3,[sound:tuōxié.mp3]
挖,dig,wā,audios/wā.mp3,[sound:wā.mp3]
外币,foreign currency,wàibì,audios/wàibì.mp3,[sound:wàibì.mp3]
外部,external,wàibù,audios/wàibù.mp3,[sound:wàibù.mp3]
外出,Go out,wàichū,audios/wàichū.mp3,[sound:wàichū.mp3]
外观,Exterior,wàiguān,audios/wàiguān.mp3,[sound:wàiguān.mp3]
外科,surgical,wàikē,audios/wàikē.mp3,[sound:wàikē.mp3]
外来,foreign,wàilái,audios/wàilái.mp3,[sound:wàilái.mp3]
外头,Outside,wàitou,audios/wàitou.mp3,[sound:wàitou.mp3]
外衣,coat,wàiyī,audios/wàiyī.mp3,[sound:wàiyī.mp3]
外资,foreign investment,wàizī,audios/wàizī.mp3,[sound:wàizī.mp3]
弯曲,bending,wānqū,audios/wānqū.mp3,[sound:wānqū.mp3]
顽皮,naughty,wánpí,audios/wánpí.mp3,[sound:wánpí.mp3]
王后,queen,wánghòu,audios/wánghòu.mp3,[sound:wánghòu.mp3]
网吧,Internet cafe,wǎngba,audios/wǎngba.mp3,[sound:wǎngba.mp3]
网页,Web page,wǎngyè,audios/wǎngyè.mp3,[sound:wǎngyè.mp3]
往后,later,wǎnghòu,audios/wǎnghòu.mp3,[sound:wǎnghòu.mp3]
往来,contacts,wǎnglái,audios/wǎnglái.mp3,[sound:wǎnglái.mp3]
往年,in previous years,wǎngnián,audios/wǎngnián.mp3,[sound:wǎngnián.mp3]
望见,See,wàngjiàn,audios/wàngjiàn.mp3,[sound:wàngjiàn.mp3]
微波炉,Microwave oven,wēibōlú,audios/wēibōlú.mp3,[sound:wēibōlú.mp3]
为此,to this end,wèicǐ,audios/wèicǐ.mp3,[sound:wèicǐ.mp3]
为何,Why,wèihé,audios/wèihé.mp3,[sound:wèihé.mp3]
文娱,Entertainment,wényú,audios/wényú.mp3,[sound:wényú.mp3]
卧铺,Sleeper,wòpù,audios/wòpù.mp3,[sound:wòpù.mp3]
乌云,dark clouds,wūyún,audios/wūyún.mp3,[sound:wūyún.mp3]
无边,Boundless,wúbiān,audios/wúbiān.mp3,[sound:wúbiān.mp3]
无关,Irrelevant,wúguān,audios/wúguān.mp3,[sound:wúguān.mp3]
无效,invalid,wúxiào,audios/wúxiào.mp3,[sound:wúxiào.mp3]
物品,article,wùpǐn,audios/wùpǐn.mp3,[sound:wùpǐn.mp3]
误,error,wù,audios/wù.mp3,[sound:wù.mp3]
西班牙语,Spanish,xībānyáyǔ,audios/xībānyáyǔ.mp3,[sound:xībānyáyǔ.mp3]
吸毒,drug,xīdú,audios/xīdú.mp3,[sound:xīdú.mp3]
洗衣粉,washing powder,xǐyīfěn,audios/xǐyīfěn.mp3,[sound:xǐyīfěn.mp3]
戏曲,drama,xìqǔ,audios/xìqǔ.mp3,[sound:xìqǔ.mp3]
先锋,pioneer,xiānfēng,audios/xiānfēng.mp3,[sound:xiānfēng.mp3]
显出,Show up,xiǎnchū,audios/xiǎnchū.mp3,[sound:xiǎnchū.mp3]
险,risk,xiǎn,audios/xiǎn.mp3,[sound:xiǎn.mp3]
线路,line,xiànlù,audios/xiànlù.mp3,[sound:xiànlù.mp3]
响声,sound,xiǎngshēng,audios/xiǎngshēng.mp3,[sound:xiǎngshēng.mp3]
想不到,Unexpected,xiǎngbúdào,audios/xiǎngbúdào.mp3,[sound:xiǎngbúdào.mp3]
消灭,wipe out,xiāomiè,audios/xiāomiè.mp3,[sound:xiāomiè.mp3]
小费,tip,xiǎofèi,audios/xiǎofèi.mp3,[sound:xiǎofèi.mp3]
小于,Less than,xiǎoyú,audios/xiǎoyú.mp3,[sound:xiǎoyú.mp3]
晓得,know,xiǎode,audios/xiǎode.mp3,[sound:xiǎode.mp3]
