hanzi,translation,pinyin,location,audio
随后,Subsequently,suíhòu,audios/suíhòu.mp3,[sound:suíhòu.mp3]
损害,damage,sǔnhài,audios/sǔnhài.mp3,[sound:sǔnhài.mp3]
所在,Where,suǒzài,audios/suǒzài.mp3,[sound:suǒzài.mp3]
抬头,look up,táitóu,audios/táitóu.mp3,[sound:táitóu.mp3]
弹,bomb,dàn,audios/dàn.mp3,[sound:dàn.mp3]
逃跑,Run away,táopǎo,audios/táopǎo.mp3,[sound:táopǎo.mp3]
逃走,escape,táozǒu,audios/táozǒu.mp3,[sound:táozǒu.mp3]
桃花,Peach blossom,táohuā,audios/táohuā.mp3,[sound:táohuā.mp3]
桃树,peach,táoshù,audios/táoshù.mp3,[sound:táoshù.mp3]
特性,characteristic,tèxìng,audios/tèxìng.mp3,[sound:tèxìng.mp3]
特有,Peculiar,tèyǒu,audios/tèyǒu.mp3,[sound:tèyǒu.mp3]
提起,Mention,tíqǐ,audios/tíqǐ.mp3,[sound:tíqǐ.mp3]
体积,volume,tǐjī,audios/tǐjī.mp3,[sound:tǐjī.mp3]
体力,physical strength,tǐlì,audios/tǐlì.mp3,[sound:tǐlì.mp3]
厅,hall,tīng,audios/tīng.mp3,[sound:tīng.mp3]
停留,Stay,tíngliú,audios/tíngliú.mp3,[sound:tíngliú.mp3]
偷,steal,tōu,audios/tōu.mp3,[sound:tōu.mp3]
偷偷,secretly,tōutōu,audios/tōutōu.mp3,[sound:tōutōu.mp3]
兔,rabbit,tù,audios/tù.mp3,[sound:tù.mp3]
团长,Head,tuánzhǎng,audios/tuánzhǎng.mp3,[sound:tuánzhǎng.mp3]
推行,Implement,tuīxíng,audios/tuīxíng.mp3,[sound:tuīxíng.mp3]
完了,It&#39;s over,wánle,audios/wánle.mp3,[sound:wánle.mp3]
微博,Weibo,wēibó,audios/wēibó.mp3,[sound:wēibó.mp3]
为止,until,wéizhǐ,audios/wéizhǐ.mp3,[sound:wéizhǐ.mp3]
为主,Mainly,wéizhǔ,audios/wéizhǔ.mp3,[sound:wéizhǔ.mp3]
违法,Illegal,wéifǎ,audios/wéifǎ.mp3,[sound:wéifǎ.mp3]
违规,Violation,wéiguī,audios/wéiguī.mp3,[sound:wéiguī.mp3]
委托,Commission,wěituō,audios/wěituō.mp3,[sound:wěituō.mp3]
握,grip,wò,audios/wò.mp3,[sound:wò.mp3]
污水,Sewage,wūshuǐ,audios/wūshuǐ.mp3,[sound:wūshuǐ.mp3]
屋,house,wū,audios/wū.mp3,[sound:wū.mp3]
无疑,undoubtedly,wúyí,audios/wúyí.mp3,[sound:wúyí.mp3]
舞,dance,wǔ,audios/wǔ.mp3,[sound:wǔ.mp3]
物价,Price,wùjià,audios/wùjià.mp3,[sound:wùjià.mp3]
物业,Property,wùyè,audios/wùyè.mp3,[sound:wùyè.mp3]
西装,Suit,xīzhuāng,audios/xīzhuāng.mp3,[sound:xīzhuāng.mp3]
喜剧,comedy,xǐjù,audios/xǐjù.mp3,[sound:xǐjù.mp3]
戏,play,xì,audios/xì.mp3,[sound:xì.mp3]
先后,Successively,xiānhòu,audios/xiānhòu.mp3,[sound:xiānhòu.mp3]
闲,idle,xián,audios/xián.mp3,[sound:xián.mp3]
显,Show,xiǎn,audios/xiǎn.mp3,[sound:xiǎn.mp3]
现有,existing,xiànyǒu,audios/xiànyǒu.mp3,[sound:xiànyǒu.mp3]
献,offer,xiàn,audios/xiàn.mp3,[sound:xiàn.mp3]
乡,township,xiāng,audios/xiāng.mp3,[sound:xiāng.mp3]
乡村,rural,xiāngcūn,audios/xiāngcūn.mp3,[sound:xiāngcūn.mp3]
香肠,sausage,xiāngcháng,audios/xiāngcháng.mp3,[sound:xiāngcháng.mp3]
向前,forward,xiàngqián,audios/xiàngqián.mp3,[sound:xiàngqián.mp3]
向上,up,xiàngshàng,audios/xiàngshàng.mp3,[sound:xiàngshàng.mp3]
相声,crosstalk,xiàngshēng,audios/xiàngshēng.mp3,[sound:xiàngshēng.mp3]
消费者,consumer,xiāofèizhě,audios/xiāofèizhě.mp3,[sound:xiāofèizhě.mp3]
消极,negative,xiāojí,audios/xiāojí.mp3,[sound:xiāojí.mp3]
小偷儿,Thief,xiǎotōuér,audios/xiǎotōuér.mp3,[sound:xiǎotōuér.mp3]
协议书,Agreement,xiéyìshū,audios/xiéyìshū.mp3,[sound:xiéyìshū.mp3]
信箱,mailbox,xìnxiāng,audios/xìnxiāng.mp3,[sound:xìnxiāng.mp3]
行驶,Driving,xíngshǐ,audios/xíngshǐ.mp3,[sound:xíngshǐ.mp3]
雄伟,majestic,xióngwěi,audios/xióngwěi.mp3,[sound:xióngwěi.mp3]
熊,Bear,xióng,audios/xióng.mp3,[sound:xióng.mp3]
选修,Elective,xuǎnxiū,audios/xuǎnxiū.mp3,[sound:xuǎnxiū.mp3]
学科,Subject,xuékē,audios/xuékē.mp3,[sound:xuékē.mp3]
学者,scholar,xuézhě,audios/xuézhě.mp3,[sound:xuézhě.mp3]
寻求,seek,xúnqiú,audios/xúnqiú.mp3,[sound:xúnqiú.mp3]
押金,deposit,yājīn,audios/yājīn.mp3,[sound:yājīn.mp3]
鸭子,duck,yāzi,audios/yāzi.mp3,[sound:yāzi.mp3]
言语,speech,yányǔ,audios/yányǔ.mp3,[sound:yányǔ.mp3]
研究所,graduate School,yánjiūsuǒ,audios/yánjiūsuǒ.mp3,[sound:yánjiūsuǒ.mp3]
摇头,Shaking his head,yáotóu,audios/yáotóu.mp3,[sound:yáotóu.mp3]
也好,Also good,yěhǎo,audios/yěhǎo.mp3,[sound:yěhǎo.mp3]
夜间,at night,yèjiān,audios/yèjiān.mp3,[sound:yèjiān.mp3]
依法,According to law,yīfǎ,audios/yīfǎ.mp3,[sound:yīfǎ.mp3]
依照,according to,yīzhào,audios/yīzhào.mp3,[sound:yīzhào.mp3]
一带,Around,yīdài,audios/yīdài.mp3,[sound:yīdài.mp3]
一句话,One sentence,yījùhuà,audios/yījùhuà.mp3,[sound:yījùhuà.mp3]
一路,All the way,yīlù,audios/yīlù.mp3,[sound:yīlù.mp3]
一下儿,a while,yīxiàér,audios/yīxiàér.mp3,[sound:yīxiàér.mp3]
一下子,all of a sudden,yīxiàzi,audios/yīxiàzi.mp3,[sound:yīxiàzi.mp3]
一口气,In one breath,yìkǒuqì,audios/yìkǒuqì.mp3,[sound:yìkǒuqì.mp3]
一身,All in one,yīshēn,audios/yīshēn.mp3,[sound:yīshēn.mp3]
饮料,Drink,yǐnliào,audios/yǐnliào.mp3,[sound:yǐnliào.mp3]
印刷,print,yìnshuā,audios/yìnshuā.mp3,[sound:yìnshuā.mp3]
应,should,yīng,audios/yīng.mp3,[sound:yīng.mp3]
硬,hard,yìng,audios/yìng.mp3,[sound:yìng.mp3]
用不着,No need,yòngbùzhe,audios/yòngbùzhe.mp3,[sound:yòngbùzhe.mp3]
用来,Used to,yònglái,audios/yònglái.mp3,[sound:yònglái.mp3]
用于,Used for,yòngyú,audios/yòngyú.mp3,[sound:yòngyú.mp3]
由此,thus,yóucǐ,audios/yóucǐ.mp3,[sound:yóucǐ.mp3]
游泳池,swimming pool,yóuyǒngchí,audios/yóuyǒngchí.mp3,[sound:yóuyǒngchí.mp3]
有毒,poisonous,yǒudú,audios/yǒudú.mp3,[sound:yǒudú.mp3]
有害,harmful,yǒuhài,audios/yǒuhài.mp3,[sound:yǒuhài.mp3]
有力,powerful,yǒulì,audios/yǒulì.mp3,[sound:yǒulì.mp3]
有利于,beneficial to,yǒulìyú,audios/yǒulìyú.mp3,[sound:yǒulìyú.mp3]
有着,have,yǒuzhe,audios/yǒuzhe.mp3,[sound:yǒuzhe.mp3]
雨水,rainwater,yǔshuǐ,audios/yǔshuǐ.mp3,[sound:yǔshuǐ.mp3]
预备,preparation,yùbèi,audios/yùbèi.mp3,[sound:yùbèi.mp3]
原有,original,yuányǒu,audios/yuányǒu.mp3,[sound:yuányǒu.mp3]
远处,far away,yuǎnchù,audios/yuǎnchù.mp3,[sound:yuǎnchù.mp3]
怨,blame,yuàn,audios/yuàn.mp3,[sound:yuàn.mp3]
愿,willing,yuàn,audios/yuàn.mp3,[sound:yuàn.mp3]
月饼,moon cake,yuèbǐng,audios/yuèbǐng.mp3,[sound:yuèbǐng.mp3]
月球,Moon,yuèqiú,audios/yuèqiú.mp3,[sound:yuèqiú.mp3]
阅览室,Reading room,yuèlǎnshì,audios/yuèlǎnshì.mp3,[sound:yuèlǎnshì.mp3]
运,Luck,yùn,audios/yùn.mp3,[sound:yùn.mp3]
灾,disaster,zāi,audios/zāi.mp3,[sound:zāi.mp3]
灾区,disaster area,zāiqū,audios/zāiqū.mp3,[sound:zāiqū.mp3]
再次,once again,zàicì,audios/zàicì.mp3,[sound:zàicì.mp3]
再也,Never again,zàiyě,audios/zàiyě.mp3,[sound:zàiyě.mp3]
在场,Present,zàichǎng,audios/zàichǎng.mp3,[sound:zàichǎng.mp3]
在内,Inside,zàinèi,audios/zàinèi.mp3,[sound:zàinèi.mp3]
暂停,time out,zàntíng,audios/zàntíng.mp3,[sound:zàntíng.mp3]
糟,Bad,zāo,audios/zāo.mp3,[sound:zāo.mp3]
早期,Early,zǎoqī,audios/zǎoqī.mp3,[sound:zǎoqī.mp3]
增,increase,zēng,audios/zēng.mp3,[sound:zēng.mp3]
增产,Increase production,zēngchǎn,audios/zēngchǎn.mp3,[sound:zēngchǎn.mp3]
增大,Increase,zēngdà,audios/zēngdà.mp3,[sound:zēngdà.mp3]
增多,increase,zēngduō,audios/zēngduō.mp3,[sound:zēngduō.mp3]
增强,Enhance,zēngqiáng,audios/zēngqiáng.mp3,[sound:zēngqiáng.mp3]
赠,Gift,zèng,audios/zèng.mp3,[sound:zèng.mp3]
占有,Possess,zhànyǒu,audios/zhànyǒu.mp3,[sound:zhànyǒu.mp3]
涨价,Price increase,zhǎngjià,audios/zhǎngjià.mp3,[sound:zhǎngjià.mp3]
招生,Admissions,zhāoshēng,audios/zhāoshēng.mp3,[sound:zhāoshēng.mp3]
招手,wave,zhāoshǒu,audios/zhāoshǒu.mp3,[sound:zhāoshǒu.mp3]
真诚,sincere,zhēnchéng,audios/zhēnchéng.mp3,[sound:zhēnchéng.mp3]
真理,truth,zhēnlǐ,audios/zhēnlǐ.mp3,[sound:zhēnlǐ.mp3]
正版,Genuine,zhèngbǎn,audios/zhèngbǎn.mp3,[sound:zhèngbǎn.mp3]
正如,Just like,zhèngrú,audios/zhèngrú.mp3,[sound:zhèngrú.mp3]
挣,earn,zhēng,audios/zhēng.mp3,[sound:zhēng.mp3]
挣钱,Earn money,zhèngqián,audios/zhèngqián.mp3,[sound:zhèngqián.mp3]
之内,within,zhīnèi,audios/zhīnèi.mp3,[sound:zhīnèi.mp3]
之外,Outside,zhīwài,audios/zhīwài.mp3,[sound:zhīwài.mp3]
之下,under,zhīxià,audios/zhīxià.mp3,[sound:zhīxià.mp3]
之中,Among,zhīzhōng,audios/zhīzhōng.mp3,[sound:zhīzhōng.mp3]
执行,carried out,zhíxíng,audios/zhíxíng.mp3,[sound:zhíxíng.mp3]
直线,straight line,zhíxiàn,audios/zhíxiàn.mp3,[sound:zhíxiàn.mp3]
只不过,only,zhǐbùguò,audios/zhǐbùguò.mp3,[sound:zhǐbùguò.mp3]
只见,I saw,zhījiàn,audios/zhījiàn.mp3,[sound:zhījiàn.mp3]
至,to,zhì,audios/zhì.mp3,[sound:zhì.mp3]
制成,production,zhìchéng,audios/zhìchéng.mp3,[sound:zhìchéng.mp3]
中秋节,Moon Festival,zhōngqiūjié,audios/zhōngqiūjié.mp3,[sound:zhōngqiūjié.mp3]
中药,traditional Chinese medicine,zhōngyào,audios/zhōngyào.mp3,[sound:zhōngyào.mp3]
中毒,Poisoning,zhòngdú,audios/zhòngdú.mp3,[sound:zhòngdú.mp3]
众多,numerous,zhòngduō,audios/zhòngduō.mp3,[sound:zhòngduō.mp3]
主体,main body,zhǔtǐ,audios/zhǔtǐ.mp3,[sound:zhǔtǐ.mp3]
专辑,Album,zhuānjí,audios/zhuānjí.mp3,[sound:zhuānjí.mp3]
转化,Transform,zhuǎnhuà,audios/zhuǎnhuà.mp3,[sound:zhuǎnhuà.mp3]
转换,Conversion,zhuǎnhuàn,audios/zhuǎnhuàn.mp3,[sound:zhuǎnhuàn.mp3]
转向,Turn to,zhuǎnxiàng,audios/zhuǎnxiàng.mp3,[sound:zhuǎnxiàng.mp3]
撞,hit,zhuàng,audios/zhuàng.mp3,[sound:zhuàng.mp3]
自杀,suicide,zìshā,audios/zìshā.mp3,[sound:zìshā.mp3]
总数,total,zǒngshù,audios/zǒngshù.mp3,[sound:zǒngshù.mp3]
总体,overall,zǒngtǐ,audios/zǒngtǐ.mp3,[sound:zǒngtǐ.mp3]
组织,organization,zǔzhī,audios/zǔzhī.mp3,[sound:zǔzhī.mp3]
