hanzi,translation,pinyin,location,audio
小型,Small,xiǎoxíng,audios/xiǎoxíng.mp3,[sound:xiǎoxíng.mp3]
新型,New type,xīnxíng,audios/xīnxíng.mp3,[sound:xīnxíng.mp3]
型,type,xíng,audios/xíng.mp3,[sound:xíng.mp3]
型号,model,xínghào,audios/xínghào.mp3,[sound:xínghào.mp3]
兴趣,interest,xìngqù,audios/xìngqù.mp3,[sound:xìngqù.mp3]
胸部,chest,xiōngbù,audios/xiōngbù.mp3,[sound:xiōngbù.mp3]
修理,repair,xiūlǐ,audios/xiūlǐ.mp3,[sound:xiūlǐ.mp3]
学分,credit,xuéfēn,audios/xuéfēn.mp3,[sound:xuéfēn.mp3]
学年,school year,xuénián,audios/xuénián.mp3,[sound:xuénián.mp3]
学时,Class hours,xuéshí,audios/xuéshí.mp3,[sound:xuéshí.mp3]
牙,tooth,yá,audios/yá.mp3,[sound:yá.mp3]
牙刷,toothbrush,yáshuā,audios/yáshuā.mp3,[sound:yáshuā.mp3]
亚运会,Asian Games,yàyùnhuì,audios/yàyùnhuì.mp3,[sound:yàyùnhuì.mp3]
严,strict,yán,audios/yán.mp3,[sound:yán.mp3]
研究,the study,yánjiū,audios/yánjiū.mp3,[sound:yánjiū.mp3]
研究生,Postgraduate,yánjiūshēng,audios/yánjiūshēng.mp3,[sound:yánjiūshēng.mp3]
研制,Develop,yánzhì,audios/yánzhì.mp3,[sound:yánzhì.mp3]
眼镜,glasses,yǎnjìng,audios/yǎnjìng.mp3,[sound:yǎnjìng.mp3]
眼泪,Tears,yǎnlèi,audios/yǎnlèi.mp3,[sound:yǎnlèi.mp3]
眼里,In the eyes,yǎnlǐ,audios/yǎnlǐ.mp3,[sound:yǎnlǐ.mp3]
演讲,Speech,yǎnjiǎng,audios/yǎnjiǎng.mp3,[sound:yǎnjiǎng.mp3]
药物,drug,yàowù,audios/yàowù.mp3,[sound:yàowù.mp3]
要,want,yào,audios/yào.mp3,[sound:yào.mp3]
医疗,Medical treatment,yīliáo,audios/yīliáo.mp3,[sound:yīliáo.mp3]
医学,medicine,yīxué,audios/yīxué.mp3,[sound:yīxué.mp3]
一律,Always,yīlǜ,audios/yīlǜ.mp3,[sound:yīlǜ.mp3]
一再,repeatedly,yīzài,audios/yīzài.mp3,[sound:yīzài.mp3]
移,shift,yí,audios/yí.mp3,[sound:yí.mp3]
以内,Within,yǐnèi,audios/yǐnèi.mp3,[sound:yǐnèi.mp3]
一般来说,Generally speaking,yìbānláishuō,audios/yìbānláishuō.mp3,[sound:yìbānláishuō.mp3]
引,lead,yǐn,audios/yǐn.mp3,[sound:yǐn.mp3]
引进,Bring in,yǐnjìn,audios/yǐnjìn.mp3,[sound:yǐnjìn.mp3]
应,should,yīng,audios/yīng.mp3,[sound:yīng.mp3]
赢得,win,yíngde,audios/yíngde.mp3,[sound:yíngde.mp3]
优良,excellent,yōuliáng,audios/yōuliáng.mp3,[sound:yōuliáng.mp3]
邮局,post Office,yóujú,audios/yóujú.mp3,[sound:yóujú.mp3]
有劲儿,Vigorous,yǒujìnér,audios/yǒujìnér.mp3,[sound:yǒujìnér.mp3]
有限,limited,yǒuxiàn,audios/yǒuxiàn.mp3,[sound:yǒuxiàn.mp3]
语音,voice,yǔyīn,audios/yǔyīn.mp3,[sound:yǔyīn.mp3]
玉,jade,yù,audios/yù.mp3,[sound:yù.mp3]
预测,prediction,yùcè,audios/yùcè.mp3,[sound:yùcè.mp3]
遇,Meet,yù,audios/yù.mp3,[sound:yù.mp3]
遇见,meet,yùjiàn,audios/yùjiàn.mp3,[sound:yùjiàn.mp3]
圆,round,yuán,audios/yuán.mp3,[sound:yuán.mp3]
月底,End of month,yuèdǐ,audios/yuèdǐ.mp3,[sound:yuèdǐ.mp3]
运动会,Sports meeting,yùndònghuì,audios/yùndònghuì.mp3,[sound:yùndònghuì.mp3]
运动员,athlete,yùndòngyuán,audios/yùndòngyuán.mp3,[sound:yùndòngyuán.mp3]
在乎,care,zàihū,audios/zàihū.mp3,[sound:zàihū.mp3]
在于,Lies in,zàiyú,audios/zàiyú.mp3,[sound:zàiyú.mp3]
赞赏,Praise,zànshǎng,audios/zànshǎng.mp3,[sound:zànshǎng.mp3]
战胜,Defeat,zhànshèng,audios/zhànshèng.mp3,[sound:zhànshèng.mp3]
战士,warrior,zhànshì,audios/zhànshì.mp3,[sound:zhànshì.mp3]
招呼,call,zhāohū,audios/zhāohū.mp3,[sound:zhāohū.mp3]
着火,on fire,zháohuǒ,audios/zháohuǒ.mp3,[sound:zháohuǒ.mp3]
针,needle,zhēn,audios/zhēn.mp3,[sound:zhēn.mp3]
之后,after that,zhīhòu,audios/zhīhòu.mp3,[sound:zhīhòu.mp3]
之间,between,zhījiān,audios/zhījiān.mp3,[sound:zhījiān.mp3]
之前,prior to,zhīqián,audios/zhīqián.mp3,[sound:zhīqián.mp3]
之一,one,zhīyī,audios/zhīyī.mp3,[sound:zhīyī.mp3]
制订,Formulate,zhìdìng,audios/zhìdìng.mp3,[sound:zhìdìng.mp3]
治,rule,zhì,audios/zhì.mp3,[sound:zhì.mp3]
种类,species,zhǒnglèi,audios/zhǒnglèi.mp3,[sound:zhǒnglèi.mp3]
中奖,Win a lottery,zhòngjiǎng,audios/zhòngjiǎng.mp3,[sound:zhòngjiǎng.mp3]
种植,Planting,zhòngzhí,audios/zhòngzhí.mp3,[sound:zhòngzhí.mp3]
逐渐,gradually,zhújiàn,audios/zhújiàn.mp3,[sound:zhújiàn.mp3]
主题,theme,zhǔtí,audios/zhǔtí.mp3,[sound:zhǔtí.mp3]
转动,Rotate,zhuàndòng,audios/zhuàndòng.mp3,[sound:zhuàndòng.mp3]
转身,Turn around,zhuǎnshēn,audios/zhuǎnshēn.mp3,[sound:zhuǎnshēn.mp3]
转弯,Turn,zhuǎnwān,audios/zhuǎnwān.mp3,[sound:zhuǎnwān.mp3]
装修,Decoration,zhuāngxiū,audios/zhuāngxiū.mp3,[sound:zhuāngxiū.mp3]
装置,Device,zhuāngzhì,audios/zhuāngzhì.mp3,[sound:zhuāngzhì.mp3]
自,from,zì,audios/zì.mp3,[sound:zì.mp3]
自信,confidence,zìxìn,audios/zìxìn.mp3,[sound:zìxìn.mp3]
字母,letter,zìmǔ,audios/zìmǔ.mp3,[sound:zìmǔ.mp3]
嘴巴,mouth,zuǐbā,audios/zuǐbā.mp3,[sound:zuǐbā.mp3]
作出,Make,zuòchū,audios/zuòchū.mp3,[sound:zuòchū.mp3]
做梦,dream,zuòmèng,audios/zuòmèng.mp3,[sound:zuòmèng.mp3]
